,Date,Z1,Z2,Z3,Z4,Z5,Z_Composite,phase,Return
4/30/2007,4/30/2007,2.200495484,-0.712692342,-2.709253365,1.170881467,-0.687138717,-0.147541495,contraction,0.01526858
5/31/2007,5/31/2007,1.952953973,-0.506291876,-0.181869287,1.322471629,-0.422121521,0.433028583,expansion,0.036339917
6/30/2007,6/30/2007,1.664328355,-0.839493156,-0.008472944,0.689367687,-0.020896267,0.296966735,slowdown,0.034219415
7/31/2007,7/31/2007,1.388496543,0.115215556,-2.752959314,0.143603382,-0.921220392,-0.405372845,contraction,-0.012036624
8/31/2007,8/31/2007,1.123141492,-1.000120487,-3,0.295527062,-0.710390056,-0.658368398,contraction,-0.036029623
9/30/2007,9/30/2007,0.884333896,-0.938897258,-3,0,0.04940585,-0.601031502,recovery,0.010409123
10/31/2007,10/31/2007,0.6834146,-1.306038479,-2.7818062,0,-0.302452365,-0.741376489,contraction,0.049225602
11/30/2007,11/30/2007,0.495551927,-1.985912184,-3,0,-0.787290341,-1.055530119,contraction,-0.017152348
12/31/2007,12/31/2007,0.290859256,-1.972428705,-3,-1.114416044,-1.436153746,-1.446427848,contraction,-0.022514787
1/31/2008,1/31/2008,0.026251282,-1.449394615,-3,-1.168873415,-0.999921963,-1.318387742,recovery,-0.002983743
2/29/2008,2/29/2008,-0.278252334,-2.48572911,-2.858657715,-0.856207282,-2.005522792,-1.696873847,contraction,-0.047561112
3/31/2008,3/31/2008,-0.673434235,-2.481133375,-3,-1.74984811,-1.500427775,-1.880968699,contraction,-0.041684408
4/30/2008,4/30/2008,-1.179344193,-2.959242167,-2.716086222,-1.367047929,-1.970311976,-2.038406497,contraction,0.025288043
5/31/2008,5/31/2008,-1.805752303,-2.860748402,-1.909873225,-2.935863347,-1.727668819,-2.247981219,contraction,0.027585795
6/30/2008,6/30/2008,-2.484558609,-2.928850264,-2.561125926,-3,-1.251784735,-2.445263907,contraction,-0.008500025
7/31/2008,7/31/2008,-3,-2.324613188,-3,-3,-0.761857761,-2.41729419,recovery,-0.069279847
8/31/2008,8/31/2008,-3,-1.996346171,-2.286240728,-3,-1.006876496,-2.257892679,recovery,-0.017791716
9/30/2008,9/30/2008,-3,-1.287884753,-3,-3,-2.101817386,-2.477940428,contraction,0.016661987
10/31/2008,10/31/2008,-3,-2.337524845,-3,-3,-3,-2.867504969,contraction,-0.095879494
11/30/2008,11/30/2008,-3,-2.382850555,-3,-3,-3,-2.876570111,contraction,-0.172018048
12/31/2008,12/31/2008,-3,-1.890605306,-3,-3,-3,-2.778121061,recovery,-0.159110793
1/31/2009,1/31/2009,-3,-1.722679664,-2.835300774,-3,-2.939092947,-2.699414677,recovery,0.112891095
2/28/2009,2/28/2009,-2.880225094,-1.949645924,-2.146893881,-3,-2.69064791,-2.533482562,recovery,-0.082730734
3/31/2009,3/31/2009,-2.615914971,-1.725748221,-1.976808514,-3,-2.399591553,-2.343612652,recovery,-0.145879637
4/30/2009,4/30/2009,-2.335180681,-1.038627793,-1.708146734,-3,-1.850951616,-1.986581365,recovery,0.150078353
5/31/2009,5/31/2009,-2.052121203,-0.648717849,-0.980819074,-3,-1.10152365,-1.556636355,recovery,0.08420421
6/30/2009,6/30/2009,-1.776066353,-0.381701712,-0.364365908,-2.858986948,-0.688866867,-1.213997558,recovery,0.073986533
7/31/2009,7/31/2009,-1.480966927,-0.546829953,-0.300309694,-2.642133088,-0.085776007,-1.011203134,recovery,-0.021202589
8/31/2009,8/31/2009,-1.149449257,-0.389591349,-0.010436927,-2.550549834,0.549710172,-0.710063439,recovery,0.086570733
9/30/2009,9/30/2009,-0.823119028,0.208568937,0.182304773,-2.506779556,0.79777146,-0.428250683,recovery,-0.005349915
10/31/2009,10/31/2009,-0.501251778,-0.008002517,0.208999235,-2.400660838,1.218388529,-0.296505474,recovery,0.035296386
11/30/2009,11/30/2009,-0.173720272,-0.25219707,0.253652369,-2.151940791,0.833740875,-0.298092978,contraction,0.010919963
12/31/2009,12/31/2009,0.027686906,0.176227113,0.358631315,-2.005007405,0.884153347,-0.111661745,recovery,0.060943091
1/31/2010,1/31/2010,0.13721948,0.364876338,0.373673526,-1.803970383,0.914239308,-0.002792346,recovery,0.009230994
2/28/2010,2/28/2010,0.221062187,0.306526092,0.472879559,-1.713007547,0.784690354,0.014430129,expansion,-0.020158661
3/31/2010,3/31/2010,0.28214187,0.320229359,0.67099501,-1.654754308,1.26233127,0.17618864,expansion,0.028457088
4/30/2010,4/30/2010,0.31638932,0.185860896,0.73494074,-1.488360065,1.131800463,0.176126271,slowdown,0.054979915
5/31/2010,5/31/2010,0.328449783,0.353911326,0.37315783,-1.176374297,1.012107047,0.178250338,expansion,0.021201925
6/30/2010,6/30/2010,0.33040863,0.648544959,0.407657828,-0.862873683,0.873299753,0.279407498,expansion,-0.108354743
7/31/2010,7/31/2010,0.338047827,-0.270851504,0.441033951,-0.638188814,0.806356279,0.135279548,slowdown,-0.038168653
8/31/2010,8/31/2010,0.363136909,-0.04093318,0.57238095,-0.48166886,0.839548069,0.250492778,expansion,0.094773085
9/30/2010,9/30/2010,0.407205273,-0.087563994,0.617245561,-0.320004015,0.681501339,0.259676833,expansion,-0.037358517
10/31/2010,10/31/2010,0.464576322,-0.115848031,0.579196398,-0.101319823,0.895801311,0.344481235,expansion,0.062167176
11/30/2010,11/30/2010,0.529348733,0.4965262,0.66372071,-0.208907657,0.937894283,0.483716454,expansion,0.034399465
12/31/2010,12/31/2010,0.588985767,0.958903427,0.723595649,0.0541108,0.778387622,0.620796653,expansion,0.019076339
1/31/2011,1/31/2011,0.628955138,0.937358413,0.702170833,0.169694854,0.928859631,0.673407774,expansion,0.052695785
2/28/2011,2/28/2011,0.633574257,1.426176297,0.714530952,0.23967324,0.658198858,0.734430721,expansion,0.025580995
3/31/2011,3/31/2011,0.594839236,-0.078925984,0.578504647,0.255060311,0.424285136,0.354752669,slowdown,0.000297758
4/30/2011,4/30/2011,0.516417203,0.214420065,0.580339618,0.207476919,0.3247399,0.368678741,expansion,0.02203514
5/31/2011,5/31/2011,0.404794083,0.879545769,0.527106443,0.300158831,-0.069925478,0.40833593,expansion,0.022366603
6/30/2011,6/30/2011,0.174763099,0.360778827,0.3613508,0.246593192,0.044323758,0.237561935,slowdown,-0.03184076
7/31/2011,7/31/2011,-0.013600317,-0.959556458,0.317654403,0.364887831,-0.322826276,-0.122688164,contraction,0.01647792
8/31/2011,8/31/2011,-0.141382781,-2.188694634,-0.095045186,0.40818924,-0.360900533,-0.475566779,contraction,-0.039042494
9/30/2011,9/30/2011,-0.239121377,-1.465622397,-0.1413051,0.476226902,-0.222437944,-0.318451983,recovery,-0.064071371
10/31/2011,10/31/2011,-0.29613743,-1.286521311,-0.180668336,0.842590736,-0.538893165,-0.291925901,recovery,-0.092861269
11/30/2011,11/30/2011,-0.31789846,-0.86775163,-0.016810938,1.350181782,-0.50907991,-0.072271831,recovery,0.111756036
12/31/2011,12/31/2011,-0.318171147,0.096228411,0.010105142,1.772118597,-0.378644314,0.236327338,expansion,0.020466113
1/31/2012,1/31/2012,-0.315958808,0.907366991,0.063106059,2.330790138,-0.38734757,0.519591362,expansion,0.009406349
2/29/2012,2/29/2012,-0.333486477,0.944325286,0.382182977,2.330790138,-0.565453453,0.551671694,expansion,0.055610283
3/31/2012,3/31/2012,-0.391702857,1.090044223,0.559493323,2.416978484,-0.470320019,0.64089863,expansion,0.037478551
4/30/2012,4/30/2012,-0.511148317,1.031720661,0.65498021,2.280655058,-0.376436019,0.615954318,slowdown,0.029298688
5/31/2012,5/31/2012,-0.705472049,1.462366622,0.281837282,2.076360439,-1.017834475,0.419451564,slowdown,-0.007604214
6/30/2012,6/30/2012,-0.970717247,0.24444298,0.165933526,1.733289314,-2.524571523,-0.27032459,contraction,-0.091516589
7/31/2012,7/31/2012,-1.260090265,0.009494677,0.259590523,1.507815287,-2.046027719,-0.305843499,contraction,0.066466556
8/31/2012,8/31/2012,-1.489557792,0.363673355,0.979737356,1.622281977,-2.2209833,-0.148969681,recovery,0.004771608
9/30/2012,9/30/2012,-1.592567124,1.102880805,1.347929692,1.948103581,-1.519574835,0.257354424,expansion,0.023525893
10/31/2012,10/31/2012,-1.573892512,1.716957226,0.860844411,1.836980632,-1.5366133,0.260855292,expansion,0.024004333
11/30/2012,11/30/2012,-1.464151029,1.567807399,1.134146629,1.945212333,-1.997758171,0.237051432,slowdown,-0.008679251
12/31/2012,12/31/2012,-1.300466418,-0.084268979,1.1315214,1.645948897,-1.345006083,0.009545763,slowdown,-0.010454332
1/31/2013,1/31/2013,-0.884970321,0.067487428,1.109847646,1.505494327,-0.541042694,0.251363277,expansion,0.010139066
2/28/2013,2/28/2013,-0.367137491,0.700350572,1.249001359,1.945782916,-0.032840387,0.699031394,expansion,0.065688457
3/31/2013,3/31/2013,-0.035826404,0.853561165,1.085010006,2.085691331,-0.672518243,0.663183571,slowdown,0.003433935
4/30/2013,4/30/2013,0.125929674,0.440220178,0.844320623,1.659390271,-1.000328475,0.413906454,slowdown,0.029505655
5/31/2013,5/31/2013,0.298559027,1.624999288,1.119866254,1.57237688,-0.853206985,0.752518893,expansion,0.013877015
6/30/2013,6/30/2013,0.480060825,1.502875614,0.632420111,1.331858078,-0.735289946,0.642384936,slowdown,0.029450818
7/31/2013,7/31/2013,0.667269644,1.557227971,0.816331268,1.452786329,0.535447743,1.005812591,expansion,-0.013417773
8/31/2013,8/31/2013,0.857730266,1.102091035,1.211308818,1.508378722,0.64691391,1.06528455,expansion,0.056352776
9/30/2013,9/30/2013,1.040245412,0.440152815,0.97888443,1.433046532,0.718193141,0.922104466,slowdown,-0.043345905
10/31/2013,10/31/2013,1.208271113,-0.17231454,0.860050633,1.432019944,0.766207196,0.818846869,slowdown,0.042477268
11/30/2013,11/30/2013,1.35779727,0.050335878,1.197083542,1.899197644,1.243996546,1.149682176,expansion,0.036653002
12/31/2013,12/31/2013,1.479941544,1.050561844,1.288958798,2.138359335,1.316112288,1.454786762,expansion,0.016855877
1/31/2014,1/31/2014,1.583450492,0.835406568,0.919444719,2.137184927,-0.365722473,1.021952847,slowdown,0.026675222
2/28/2014,2/28/2014,1.683600524,0.88128441,0.79514853,1.82291932,0.690469441,1.174684445,expansion,-0.053725049
3/31/2014,3/31/2014,1.773255943,0.589631075,0.791389477,1.666666667,1.22476608,1.209141848,expansion,0.062231156
4/30/2014,4/30/2014,1.815504151,1.067724502,0.819846644,2.127665632,1.472219818,1.460592149,expansion,0.018755305
5/31/2014,5/31/2014,1.795542532,0.745116282,1.101329668,1.896439674,1.360371779,1.379759987,slowdown,-0.002531444
6/30/2014,6/30/2014,1.733045399,0.746668142,1.199187855,2.050495095,1.005413339,1.346961966,slowdown,0.020813714
7/31/2014,7/31/2014,1.658086247,0.591108213,0.879325592,1.85330514,1.279591193,1.252283277,slowdown,0.025976598
8/31/2014,8/31/2014,1.592242656,0.719347164,0.778609308,1.910723299,1.621277299,1.324439945,expansion,-0.02679719
9/30/2014,9/30/2014,1.4859668,1.084650917,0.75178911,2.024556206,1.283520517,1.32609671,expansion,0.042124714
10/31/2014,10/31/2014,1.268538805,1.571213117,-0.165595543,2.166098416,1.359312977,1.239913554,slowdown,-0.032577989
11/30/2014,11/30/2014,1.04053495,1.963010577,0.500379568,2.01865738,1.346618324,1.37384016,expansion,0.037931034
12/31/2014,12/31/2014,0.814109729,2.621102445,-0.048915541,2.092064879,0.706248457,1.236921994,slowdown,0.01524448
1/31/2015,1/31/2015,0.593723778,2.912548802,-1.060380735,1.773062817,-0.121079303,0.819575072,slowdown,0.003975
2/28/2015,2/28/2015,0.371415331,2.222093081,-0.450045187,1.907835127,-0.484496067,0.713360457,slowdown,-0.012925107
3/31/2015,3/31/2015,0.14881832,1.73939459,-0.269150754,1.978947747,-0.803182317,0.558965517,slowdown,0.045431107
4/30/2015,4/30/2015,-0.001894904,2.053195934,0.005344743,1.791559156,-0.660403074,0.637560371,expansion,-0.023167799
5/31/2015,5/31/2015,-0.102608297,1.217844513,0.689632261,1.308053526,-0.380232073,0.546537986,slowdown,0.01775033
6/30/2015,6/30/2015,-0.234885111,1.923453336,0.194817635,1.521699179,-0.398445272,0.601327953,expansion,0.00267145
7/31/2015,7/31/2015,-0.411592513,1.511946993,-0.486535653,1.630850782,-0.57957091,0.33301974,slowdown,-0.017865299
8/31/2015,8/31/2015,-0.624996893,1.345285722,-1.311957254,1.682845978,-1.378784629,-0.057521415,contraction,0.011384059
9/30/2015,9/30/2015,-0.849191106,0.660100012,-2.176690485,1.554846881,-1.48477128,-0.459141196,contraction,-0.08694361
10/31/2015,10/31/2015,-1.084065512,0.950079281,-1.380676382,1.333587374,-1.776797337,-0.391574515,recovery,0.00185703
11/30/2015,11/30/2015,-1.365678754,1.024818969,-0.87229027,1.175491086,-1.707396277,-0.349011049,recovery,0.086526932
12/31/2015,12/31/2015,-1.701815892,1.215131681,-1.872075111,1.246239368,-1.94290428,-0.611084847,contraction,-0.003484237
1/31/2016,1/31/2016,-2.059172055,1.126111177,-2.929053261,1.332576254,-2.459244911,-0.997756559,contraction,-0.025853189
2/29/2016,2/29/2016,-2.371668658,1.049781889,-3,1.241418872,-1.471782299,-0.910450039,recovery,-0.051907048
3/31/2016,3/31/2016,-2.542236251,0.777301946,-1.510717487,0.975817131,-0.778553124,-0.615677557,recovery,0.018514931
4/30/2016,4/30/2016,-2.56820921,0.3146998,-1.313962009,0.887989348,-0.782851987,-0.692466811,contraction,0.049347872
5/31/2016,5/31/2016,-2.494970132,1.061777513,-0.785528164,1.093018877,-0.677588721,-0.360658125,recovery,0.005080444
6/30/2016,6/30/2016,-2.353435164,0.722339997,-1.084193576,0.948237881,-0.240493185,-0.401508809,contraction,0.009085902
7/31/2016,7/31/2016,-2.163087184,0.078536684,-0.742276857,1.044614329,-0.055636415,-0.367569889,recovery,0.004709758
8/31/2016,8/31/2016,-1.921179626,-0.015867845,-0.394493765,0.883085518,-0.952069448,-0.480105033,contraction,0.030751183
9/30/2016,9/30/2016,-1.620886218,0.197870416,-0.306482251,0.646257528,-0.495286012,-0.315705307,recovery,-0.000900237
10/31/2016,10/31/2016,-1.194345297,-0.50993293,0.03096177,0.768134937,-0.1849366,-0.218023624,recovery,-0.006601461
11/30/2016,11/30/2016,-0.637046517,0.685193102,-0.655013165,1.042457138,0.341445806,0.155407273,expansion,-0.025147922
12/31/2016,12/31/2016,-0.081008219,1.436267883,0.55447216,0.914381552,0.739697201,0.712762115,expansion,0.032632695
1/31/2017,1/31/2017,0.242509033,1.446759188,0.412064019,0.776654035,1.057625258,0.787122306,expansion,0.022521114
2/28/2017,2/28/2017,0.504560958,1.009787967,0.717090657,0.912545078,1.796542753,0.988105483,expansion,0.019828968
3/31/2017,3/31/2017,0.71768517,1.131402679,0.67210979,1.259244382,1.410916449,1.038271694,expansion,0.049573346
4/30/2017,4/30/2017,0.900815677,1.100660918,0.369063963,1.176984266,1.085791495,0.926663264,slowdown,-0.015944446
5/31/2017,5/31/2017,1.078343192,1.13667861,0.969378285,1.219853481,1.405072059,1.161865125,expansion,0.012583387
6/30/2017,6/30/2017,1.255186382,0.632144815,0.622442917,1.443770343,1.383681548,1.067445201,slowdown,0.01658362
7/31/2017,7/31/2017,1.429624475,0.154208836,1.052945383,1.50329068,1.505973957,1.129208666,expansion,-0.000766387
8/31/2017,8/31/2017,1.599076408,1.052574377,1.200045921,1.356498295,2.142161771,1.470071354,expansion,0.017252714
9/30/2017,9/30/2017,1.733635526,0.562669199,1.072369454,1.723789121,2.374666391,1.493425938,expansion,-0.000194706
10/31/2017,10/31/2017,1.819361419,2.167817839,1.114483535,1.821680136,1.961765831,1.777021752,expansion,0.018206453
11/30/2017,11/30/2017,1.846480452,1.480147257,1.043149062,1.635414258,1.715664084,1.544171023,slowdown,0.015882834
12/31/2017,12/31/2017,1.819969565,0.669140094,0.969576065,1.868437909,1.950391252,1.455502977,slowdown,0.025400577
1/31/2018,1/31/2018,1.758382983,0.621391481,1.168796555,1.912669397,1.901124256,1.472472934,expansion,0.011700087
2/28/2018,2/28/2018,1.669124429,1.761628948,0.16767833,1.80695207,2.181719716,1.517420699,expansion,0.049788397
3/31/2018,3/31/2018,1.529566348,1.958997473,0.191482227,1.915103594,1.66872676,1.452775281,slowdown,-0.051874057
4/30/2018,4/30/2018,1.34591212,1.22273209,-0.43562946,1.8,1.409201503,1.068443251,slowdown,-0.032762146
5/31/2018,5/31/2018,1.14169093,0.84609982,0.193108665,2.196449726,1.304684352,1.136406699,expansion,0.025088039
6/30/2018,6/30/2018,0.866144494,0.889479055,0.284017987,1.727023073,1.259797085,1.005292339,slowdown,0.029208419
7/31/2018,7/31/2018,0.435985324,0.749825282,-0.233818096,2.065219857,0.693666857,0.742175845,slowdown,-0.00142943
8/31/2018,8/31/2018,0.044098337,0.211597399,0.595263296,1.672978664,1.183792329,0.741546005,slowdown,0.02921581
9/30/2018,9/30/2018,-0.244961502,1.176181738,0.608574632,1.62530688,0.711683781,0.775357106,expansion,0.031715617
10/31/2018,10/31/2018,-0.547488616,0.709450768,-0.726412687,1.379031297,0.527173317,0.268350816,slowdown,0.003269825
11/30/2018,11/30/2018,-0.838266794,0.352707905,-0.679517635,1.602299994,0.565766626,0.200598019,slowdown,-0.060044456
12/31/2018,12/31/2018,-1.109523873,0.494620161,-1.652764273,1.041304138,-0.431506966,-0.331574163,contraction,0.017808261
1/31/2019,1/31/2019,-1.338102647,-1.501072203,-1.759062342,0.703272185,-0.325035613,-0.844000124,contraction,-0.10255577
2/28/2019,2/28/2019,-1.516730522,-0.782428245,-0.203774491,1.05872468,-0.784739161,-0.445789548,recovery,0.084843894
3/31/2019,3/31/2019,-1.649146593,0.449527666,-0.726461491,0.96,-0.651200828,-0.323456249,recovery,0.035635769
4/30/2019,4/30/2019,-1.758558778,0.077064466,-0.282552466,1.331988569,-1.074991695,-0.341409981,contraction,0.020950264
5/31/2019,5/31/2019,-1.864057238,0.894693799,-0.685501782,1.204856755,-1.466501676,-0.383302028,contraction,0.017660933
6/30/2019,6/30/2019,-1.950595252,0.320396527,-0.947972975,0.985371988,-1.683397481,-0.655239439,contraction,-0.056327934
7/31/2019,7/31/2019,-1.993775725,0.338440343,0.116281962,1.002789406,-1.754081347,-0.458069072,recovery,0.075231438
8/31/2019,8/31/2019,-1.981179117,-2.433547226,-1.208690816,0.911935938,-2.516603983,-1.445617041,contraction,-0.001054259
9/30/2019,9/30/2019,-1.90296629,-1.374592341,-0.903865536,1.367882258,-2.563544491,-1.07541728,recovery,-0.010187856
10/31/2019,10/31/2019,-1.780584799,-0.724218451,-0.873275816,1.160238702,-2.345346332,-0.912637339,recovery,0.001642001
11/30/2019,11/30/2019,-1.654156823,-0.220182513,0.296146251,1.486470975,-2.309774081,-0.480299238,recovery,0.040393718
12/31/2019,12/31/2019,-1.563164048,0.773946112,0.34861707,1.387786398,-2.245433471,-0.259649588,recovery,0.013949047
1/31/2020,1/31/2020,-1.542680294,0.960699893,-0.002168262,0.821290571,-1.423717043,-0.237315027,recovery,0.035566768
2/29/2020,2/29/2020,-1.522431122,1.255459916,-0.9064776,1.03178913,-1.536990337,-0.335730002,contraction,0.008967954
3/31/2020,3/31/2020,-3,-2.909775611,-3,-2.063578261,-1.725137304,-2.539698235,contraction,-0.049649911
4/30/2020,4/30/2020,-3,-3,-3,-3,-3,-3,contraction,-0.208199531
5/31/2020,5/31/2020,-3,-3,-2.271518144,-3,-2.474443147,-2.749192258,recovery,0.0452
6/30/2020,6/30/2020,-1.723924215,-2.749748062,-1.510509247,-2.787314192,-0.510322259,-1.856363595,recovery,0.01838
7/31/2020,7/31/2020,-1.032849989,-3,-1.109783583,-2.304060696,-0.115897297,-1.512518313,recovery,0.0551
8/31/2020,8/31/2020,-0.780037175,-1.717713402,-0.611625469,-1.61922016,0.233953881,-0.898928465,recovery,0.0701
