"","X","Return","APINFLATION","APRGDP","phase_GDP","phase_INFLATION","phase","Date","phase_id","Phase"
"159","2007-04-30",1.52685798381162,3.60079498071027,0.941972428156525,"Low","High","LowHigh","2007-04-30",3,"LowGDP&HighInflation(3)"
"160","2007-05-31",3.63399166515674,4.95959281995476,2.29148960120118,"Stable","High","StableHigh","2007-05-31",6,"StableGDP&HighInflation(6)"
"161","2007-06-30",3.42194154795123,2.78010205315478,2.29148960120118,"Stable","Stable","StableStable","2007-06-30",5,"StableGDPStableInflation(5)"
"162","2007-07-31",-1.20366237946471,2.13671501780579,2.29148960120118,"Stable","Stable","StableStable","2007-07-31",5,"StableGDPStableInflation(5)"
"163","2007-08-31",-3.6029623139998,0.369936850623669,2.17308530918685,"Stable","Low","StableLow","2007-08-31",4,"StableGDP&LowInflation(4)"
"164","2007-09-30",1.04091225379512,5.085064068918,2.17308530918685,"Stable","High","StableHigh","2007-09-30",6,"StableGDP&HighInflation(6)"
"165","2007-10-31",4.92256015291208,3.69988539753629,2.17308530918685,"Stable","High","StableHigh","2007-10-31",6,"StableGDP&HighInflation(6)"
"166","2007-11-30",-1.71523484853559,9.43066112146855,2.43136765292169,"Stable","High","StableHigh","2007-11-30",6,"StableGDP&HighInflation(6)"
"167","2007-12-31",-2.25147872543408,3.47761746207911,2.43136765292169,"Stable","High","StableHigh","2007-12-31",6,"StableGDP&HighInflation(6)"
"168","2008-01-31",-0.298374278464064,4.13724609236452,2.43136765292169,"Stable","High","StableHigh","2008-01-31",6,"StableGDP&HighInflation(6)"
"169","2008-02-29",-4.75611120434077,2.90139225352779,-2.29879938208217,"Low","Stable","LowStable","2008-02-29",2,"LowGDP&StableInflation(2)"
"170","2008-03-31",-4.16844083574377,4.29363336734244,-2.29879938208217,"Low","High","LowHigh","2008-03-31",3,"LowGDP&HighInflation(3)"
"171","2008-04-30",2.52880431451861,2.77725722424213,-2.29879938208217,"Low","Stable","LowStable","2008-04-30",2,"LowGDP&StableInflation(2)"
"172","2008-05-31",2.75857946606695,7.10098998794061,2.06554839480347,"Stable","High","StableHigh","2008-05-31",6,"StableGDP&HighInflation(6)"
"173","2008-06-30",-0.850002544917805,12.5738820118211,2.06554839480347,"Stable","High","StableHigh","2008-06-30",6,"StableGDP&HighInflation(6)"
"174","2008-07-31",-6.92798474625989,8.56973370182512,2.06554839480347,"Stable","High","StableHigh","2008-07-31",6,"StableGDP&HighInflation(6)"
"175","2008-08-31",-1.77917155846919,-1.78617087336081,-2.1654223622342,"Low","Low","LowLow","2008-08-31",1,"LowGDP&LowInflation(1)"
"176","2008-09-30",1.66619870843527,1.02611001874806,-2.1654223622342,"Low","Low","LowLow","2008-09-30",1,"LowGDP&LowInflation(1)"
"177","2008-10-31",-9.58794937348104,-10.3181238777944,-2.1654223622342,"Low","Low","LowLow","2008-10-31",1,"LowGDP&LowInflation(1)"
"178","2008-11-30",-17.201804836753,-21.2465725016706,-8.65524497556395,"Low","Low","LowLow","2008-11-30",1,"LowGDP&LowInflation(1)"
"179","2008-12-31",-15.9110792549884,-9.88022687928387,-8.65524497556395,"Low","Low","LowLow","2008-12-31",1,"LowGDP&LowInflation(1)"
"180","2009-01-31",11.2891095066185,3.03692560951379,-8.65524497556395,"Low","Stable","LowStable","2009-01-31",2,"LowGDP&StableInflation(2)"
"181","2009-02-28",-8.2730733707283,4.37119278262481,-4.49078018977914,"Low","High","LowHigh","2009-02-28",3,"LowGDP&HighInflation(3)"
"182","2009-03-31",-14.5879637020028,-1.18473942784612,-4.49078018977914,"Low","Low","LowLow","2009-03-31",1,"LowGDP&LowInflation(1)"
"183","2009-04-30",15.0078353005449,1.20849902350643,-4.49078018977914,"Low","Low","LowLow","2009-04-30",1,"LowGDP&LowInflation(1)"
"184","2009-05-31",8.42042102105105,1.76579270270661,-0.575958996934544,"Low","Stable","LowStable","2009-05-31",2,"LowGDP&StableInflation(2)"
"185","2009-06-30",7.39865332287968,9.95953469594674,-0.575958996934544,"Low","High","LowHigh","2009-06-30",3,"LowGDP&HighInflation(3)"
"186","2009-07-31",-2.12025893997788,-0.357558545556085,-0.575958996934544,"Low","Low","LowLow","2009-07-31",1,"LowGDP&LowInflation(1)"
"187","2009-08-31",8.65707328843748,4.01814405335168,1.45644440306625,"Low","High","LowHigh","2009-08-31",3,"LowGDP&HighInflation(3)"
"188","2009-09-30",-0.534991470419,2.31706468008075,1.45644440306625,"Low","Stable","LowStable","2009-09-30",2,"LowGDP&StableInflation(2)"
"189","2009-10-31",3.52963861290683,3.60231815844469,1.45644440306625,"Low","High","LowHigh","2009-10-31",3,"LowGDP&HighInflation(3)"
"190","2009-11-30",1.09199627505758,4.01830870772113,4.39353641680927,"High","High","HighHigh","2009-11-30",9,"HighGDP&HighInflation(9)"
"191","2009-12-31",6.09430906922399,0.624211679571335,4.39353641680927,"High","Low","HighLow","2009-12-31",7,"HighGDP&LowInflation(7)"
"192","2010-01-31",0.923099420549467,0.778478653949626,4.39353641680927,"High","Low","HighLow","2010-01-31",7,"HighGDP&LowInflation(7)"
"193","2010-02-28",-2.01586611606173,-1.14213197969555,1.53911895878485,"Low","Low","LowLow","2010-02-28",1,"LowGDP&LowInflation(1)"
"194","2010-03-31",2.8457087931385,0.39764176343078,1.53911895878485,"Low","Low","LowLow","2010-03-31",1,"LowGDP&LowInflation(1)"
"195","2010-04-30",5.49799149869246,0.27604863977039,1.53911895878485,"Low","Low","LowLow","2010-04-30",1,"LowGDP&LowInflation(1)"
"196","2010-05-31",2.12019251245794,-0.623726443517336,3.68811321593146,"High","Low","HighLow","2010-05-31",7,"HighGDP&LowInflation(7)"
"197","2010-06-30",-10.8354742918154,-0.502554190252546,3.68811321593146,"High","Low","HighLow","2010-06-30",7,"HighGDP&LowInflation(7)"
"198","2010-07-31",-3.81686530581697,2.24310425001944,3.68811321593146,"High","Stable","HighStable","2010-07-31",8,"HighGDP&StableInflation(8)"
"199","2010-08-31",9.47730853774775,1.75363617563941,2.94884509673508,"Stable","Stable","StableStable","2010-08-31",5,"StableGDPStableInflation(5)"
"200","2010-09-30",-3.73585173865918,1.93829930755361,2.94884509673508,"Stable","Stable","StableStable","2010-09-30",5,"StableGDPStableInflation(5)"
"201","2010-10-31",6.21671758050077,4.17821555377386,2.94884509673508,"Stable","High","StableHigh","2010-10-31",6,"StableGDP&HighInflation(6)"
"202","2010-11-30",3.43994647620536,3.04060994818183,2.00761014874524,"Low","Stable","LowStable","2010-11-30",2,"LowGDP&StableInflation(2)"
"203","2010-12-31",1.90763389557154,4.81989161619384,2.00761014874524,"Low","High","LowHigh","2010-12-31",3,"LowGDP&HighInflation(3)"
"204","2011-01-31",5.2695785491143,3.89165064044416,2.00761014874524,"Low","High","LowHigh","2011-01-31",3,"LowGDP&HighInflation(3)"
"205","2011-02-28",2.55809947381609,3.8573695560769,-0.961765009325052,"Low","High","LowHigh","2011-02-28",3,"LowGDP&HighInflation(3)"
"206","2011-03-31",0.0297757655807418,6.2082578482005,-0.961765009325052,"Low","High","LowHigh","2011-03-31",3,"LowGDP&HighInflation(3)"
"207","2011-04-30",2.20351402097421,5.63291877011915,-0.961765009325052,"Low","High","LowHigh","2011-04-30",3,"LowGDP&HighInflation(3)"
"208","2011-05-31",2.23666031888279,3.81805768140902,2.85989330705495,"Stable","High","StableHigh","2011-05-31",6,"StableGDP&HighInflation(6)"
"209","2011-06-30",-3.18407596785975,0,2.85989330705495,"Stable","Low","StableLow","2011-06-30",4,"StableGDP&LowInflation(4)"
"210","2011-07-31",1.64779200398366,3.14404419810874,2.85989330705495,"Stable","High","StableHigh","2011-07-31",6,"StableGDP&HighInflation(6)"
"211","2011-08-31",-3.90424939691965,3.78535459970266,-0.111114649794242,"Low","High","LowHigh","2011-08-31",3,"LowGDP&HighInflation(3)"
"212","2011-09-30",-6.40713706407138,2.60585742970119,-0.111114649794242,"Low","Stable","LowStable","2011-09-30",2,"LowGDP&StableInflation(2)"
"213","2011-10-31",-9.28612692910786,0.810249032423156,-0.111114649794242,"Low","Low","LowLow","2011-10-31",1,"LowGDP&LowInflation(1)"
"214","2011-11-30",11.1756036317982,2.21742006615221,4.63713994955974,"High","Stable","HighStable","2011-11-30",8,"HighGDP&StableInflation(8)"
"215","2011-12-31",2.0466113484231,0.285250188185749,4.63713994955974,"High","Low","HighLow","2011-12-31",7,"HighGDP&LowInflation(7)"
"216","2012-01-31",0.940634948637964,3.26903526491611,4.63713994955974,"High","High","HighHigh","2012-01-31",9,"HighGDP&HighInflation(9)"
"217","2012-02-29",5.56102831357845,2.56493534993545,3.13197106217797,"Stable","Stable","StableStable","2012-02-29",5,"StableGDPStableInflation(5)"
"218","2012-03-31",3.74785514314098,2.51216446443514,3.13197106217797,"Stable","Stable","StableStable","2012-03-31",5,"StableGDPStableInflation(5)"
"219","2012-04-30",2.92986884865367,1.99294602000811,3.13197106217797,"Stable","Stable","StableStable","2012-04-30",5,"StableGDPStableInflation(5)"
"220","2012-05-31",-0.760421438387537,-2.48181615885727,1.7208060452026,"Low","Low","LowLow","2012-05-31",1,"LowGDP&LowInflation(1)"
"221","2012-06-30",-9.15165890239746,-0.991635805572886,1.7208060452026,"Low","Low","LowLow","2012-06-30",1,"LowGDP&LowInflation(1)"
"222","2012-07-31",6.6466555667597,0.3465719136721,1.7208060452026,"Low","Low","LowLow","2012-07-31",1,"LowGDP&LowInflation(1)"
"223","2012-08-31",0.477160783393926,6.97143357102237,0.539792837830603,"Low","High","LowHigh","2012-08-31",3,"LowGDP&HighInflation(3)"
"224","2012-09-30",2.35258930720805,5.72551953305081,0.539792837830603,"Low","High","LowHigh","2012-09-30",3,"LowGDP&HighInflation(3)"
"225","2012-10-31",2.40043333238305,3.2361534965263,0.539792837830603,"Low","High","LowHigh","2012-10-31",3,"LowGDP&HighInflation(3)"
"226","2012-11-30",-0.867925053592811,-2.01521339331188,0.455492983118422,"Low","Low","LowLow","2012-11-30",1,"LowGDP&LowInflation(1)"
"227","2012-12-31",-1.04543316319007,-0.145297925612903,0.455492983118422,"Low","Low","LowLow","2012-12-31",1,"LowGDP&LowInflation(1)"
"228","2013-01-31",1.01390662693344,2.37694673061717,0.455492983118422,"Low","Stable","LowStable","2013-01-31",2,"LowGDP&StableInflation(2)"
"229","2013-02-28",6.56884574591379,6.51591210252121,3.54270035761748,"High","High","HighHigh","2013-02-28",9,"HighGDP&HighInflation(9)"
"230","2013-03-31",0.343393465637587,-3.37430292310797,3.54270035761748,"High","Low","HighLow","2013-03-31",7,"HighGDP&LowInflation(7)"
"231","2013-04-30",2.95056554695812,-2.50557511989744,3.54270035761748,"High","Low","HighLow","2013-04-30",7,"HighGDP&LowInflation(7)"
"232","2013-05-31",1.38770145596998,0.496986587401927,0.493585898131751,"Low","Low","LowLow","2013-05-31",1,"LowGDP&LowInflation(1)"
"233","2013-06-30",2.94508177636259,2.85648984661025,0.493585898131751,"Low","Stable","LowStable","2013-06-30",2,"LowGDP&StableInflation(2)"
"234","2013-07-31",-1.34177725886215,2.34894276065312,0.493585898131751,"Low","Stable","LowStable","2013-07-31",2,"LowGDP&StableInflation(2)"
"235","2013-08-31",5.63527764353073,2.86474881923564,3.13366066823631,"Stable","Stable","StableStable","2013-08-31",5,"StableGDPStableInflation(5)"
"236","2013-09-30",-4.33459050143998,0.452333630320175,3.13366066823631,"Stable","Low","StableLow","2013-09-30",4,"StableGDP&LowInflation(4)"
"237","2013-10-31",4.24772684075316,0.64227725824684,3.13366066823631,"Stable","Low","StableLow","2013-10-31",4,"StableGDP&LowInflation(4)"
"238","2013-11-30",3.66530021702436,2.21338731282275,3.19299575330636,"Stable","Stable","StableStable","2013-11-30",5,"StableGDPStableInflation(5)"
"239","2013-12-31",1.68558768630254,3.17300299017528,3.19299575330636,"Stable","High","StableHigh","2013-12-31",6,"StableGDP&HighInflation(6)"
"240","2014-01-31",2.66752217820676,2.90901034854422,3.19299575330636,"Stable","Stable","StableStable","2014-01-31",5,"StableGDPStableInflation(5)"
"241","2014-02-28",-5.37250490459809,1.32093434429303,-1.13082074640427,"Low","Low","LowLow","2014-02-28",1,"LowGDP&LowInflation(1)"
"242","2014-03-31",6.22311557788944,2.45046636127819,-1.13082074640427,"Low","Stable","LowStable","2014-03-31",2,"LowGDP&StableInflation(2)"
"243","2014-04-30",1.87553051724418,2.23702272611723,-1.13082074640427,"Low","Stable","LowStable","2014-04-30",2,"LowGDP&StableInflation(2)"
"244","2014-05-31",-0.253144403757366,2.28360708425673,5.41472532789612,"High","Stable","HighStable","2014-05-31",8,"HighGDP&StableInflation(8)"
"245","2014-06-30",2.08137140668145,1.58535864729563,5.41472532789612,"High","Stable","HighStable","2014-06-30",8,"HighGDP&StableInflation(8)"
"246","2014-07-31",2.59765981288926,1.35058234379147,5.41472532789612,"High","Low","HighLow","2014-07-31",7,"HighGDP&LowInflation(7)"
"247","2014-08-31",-2.67971897241033,-0.192001616855632,4.88372900829656,"High","Low","HighLow","2014-08-31",7,"HighGDP&LowInflation(7)"
"248","2014-09-30",4.21247142096526,0.0859092057609496,4.88372900829656,"High","Low","HighLow","2014-09-30",7,"HighGDP&LowInflation(7)"
"249","2014-10-31",-3.25779888200998,-0.237496683889372,4.88372900829656,"High","Low","HighLow","2014-10-31",7,"HighGDP&LowInflation(7)"
"250","2014-11-30",3.79310344827586,-2.2591921829592,2.25117495071592,"Stable","Low","StableLow","2014-11-30",4,"StableGDP&LowInflation(4)"
"251","2014-12-31",1.52444803607594,-3.70153133347115,2.25117495071592,"Stable","Low","StableLow","2014-12-31",4,"StableGDP&LowInflation(4)"
"252","2015-01-31",0.397500024567354,-7.64437973011866,2.25117495071592,"Stable","Low","StableLow","2015-01-31",4,"StableGDP&LowInflation(4)"
"253","2015-02-28",-1.29251068119863,3.0415724162609,3.13928021392711,"Stable","High","StableHigh","2015-02-28",6,"StableGDP&HighInflation(6)"
"254","2015-03-31",4.54311071446278,3.23274213697505,3.13928021392711,"Stable","High","StableHigh","2015-03-31",6,"StableGDP&HighInflation(6)"
"255","2015-04-30",-2.31677993673319,1.25097467539077,3.13928021392711,"Stable","Low","StableLow","2015-04-30",4,"StableGDP&LowInflation(4)"
"256","2015-05-31",1.77503301483726,3.95729440949599,2.96543844681943,"Stable","High","StableHigh","2015-05-31",6,"StableGDP&HighInflation(6)"
"257","2015-06-30",0.267144983398859,3.32150497255303,2.96543844681943,"Stable","High","StableHigh","2015-06-30",6,"StableGDP&HighInflation(6)"
"258","2015-07-31",-1.78652989761353,1.90358373622494,2.96543844681943,"Stable","Stable","StableStable","2015-07-31",5,"StableGDPStableInflation(5)"
"259","2015-08-31",1.13840594102572,-0.0050412966216584,1.32262655345221,"Low","Low","LowLow","2015-08-31",1,"LowGDP&LowInflation(1)"
"260","2015-09-30",-8.69436102289981,-2.69710502325306,1.32262655345221,"Low","Low","LowLow","2015-09-30",1,"LowGDP&LowInflation(1)"
"261","2015-10-31",0.185702969673751,1.18737842002887,1.32262655345221,"Low","Low","LowLow","2015-10-31",1,"LowGDP&LowInflation(1)"
"262","2015-11-30",8.65269319984709,1.43354098926102,0.130101993778703,"Low","Low","LowLow","2015-11-30",1,"LowGDP&LowInflation(1)"
"263","2015-12-31",-0.348423660038744,-1.29066411222728,0.130101993778703,"Low","Low","LowLow","2015-12-31",1,"LowGDP&LowInflation(1)"
"264","2016-01-31",-2.58531890919467,0.333107616472016,0.130101993778703,"Low","Low","LowLow","2016-01-31",1,"LowGDP&LowInflation(1)"
"265","2016-02-29",-5.19070478611179,-1.57929923852206,2.01356673705083,"Stable","Low","StableLow","2016-02-29",4,"StableGDP&LowInflation(4)"
"266","2016-03-31",1.85149308046351,2.40491086841196,2.01356673705083,"Stable","Stable","StableStable","2016-03-31",5,"StableGDPStableInflation(5)"
"267","2016-04-30",4.9347871908368,4.26068322198411,2.01356673705083,"Stable","High","StableHigh","2016-04-30",6,"StableGDP&HighInflation(6)"
"268","2016-05-31",0.508044445315425,3.03975547972444,1.88138650699027,"Low","Stable","LowStable","2016-05-31",2,"LowGDP&StableInflation(2)"
"269","2016-06-30",0.908590174162693,3.52823254259944,1.88138650699027,"Low","High","LowHigh","2016-06-30",3,"LowGDP&HighInflation(3)"
"270","2016-07-31",0.470975813580532,-0.164901059364459,1.88138650699027,"Low","Low","LowLow","2016-07-31",1,"LowGDP&LowInflation(1)"
"271","2016-08-31",3.07511827377975,2.41888126741387,2.16916466116764,"Stable","Stable","StableStable","2016-08-31",5,"StableGDPStableInflation(5)"
"272","2016-09-30",-0.0900236953561007,2.35915127080771,2.16916466116764,"Stable","Stable","StableStable","2016-09-30",5,"StableGDPStableInflation(5)"
"273","2016-10-31",-0.660146128527739,2.85230723281401,2.16916466116764,"Stable","Stable","StableStable","2016-10-31",5,"StableGDPStableInflation(5)"
"274","2016-11-30",-2.51479220419115,1.74804772368929,2.01086276831998,"Low","Stable","LowStable","2016-11-30",2,"LowGDP&StableInflation(2)"
"275","2016-12-31",3.26326953671117,3.56539238738322,2.01086276831998,"Low","High","LowHigh","2016-12-31",3,"LowGDP&HighInflation(3)"
"276","2017-01-31",2.25211135439476,4.96885197270837,2.01086276831998,"Low","High","LowHigh","2017-01-31",3,"LowGDP&HighInflation(3)"
"277","2017-02-28",1.98289677339822,1.53128423540407,2.26713848131796,"Stable","Stable","StableStable","2017-02-28",5,"StableGDPStableInflation(5)"
"278","2017-03-31",4.95733459881988,-1.50966282557747,2.26713848131796,"Stable","Low","StableLow","2017-03-31",4,"StableGDP&LowInflation(4)"
"279","2017-04-30",-1.59444461032506,1.65927433417728,2.26713848131796,"Stable","Stable","StableStable","2017-04-30",5,"StableGDPStableInflation(5)"
"280","2017-05-31",1.2583387154802,-0.649026051184579,2.13758732371795,"Stable","Low","StableLow","2017-05-31",4,"StableGDP&LowInflation(4)"
"281","2017-06-30",1.65836201434908,1.2446397677985,2.13758732371795,"Stable","Low","StableLow","2017-06-30",4,"StableGDP&LowInflation(4)"
"282","2017-07-31",-0.0766386781091422,0.732249702062835,2.13758732371795,"Stable","Low","StableLow","2017-07-31",4,"StableGDP&LowInflation(4)"
"283","2017-08-31",1.72527139100533,4.79355620313676,3.1631900653059,"Stable","High","StableHigh","2017-08-31",6,"StableGDP&HighInflation(6)"
"284","2017-09-30",-0.0194705663035033,5.58164563154286,3.1631900653059,"Stable","High","StableHigh","2017-09-30",6,"StableGDP&HighInflation(6)"
"285","2017-10-31",1.82064530564383,0.608655075168902,3.1631900653059,"Stable","Low","StableLow","2017-10-31",4,"StableGDP&LowInflation(4)"
"286","2017-11-30",1.58828340868491,3.71334712252101,3.49944652914366,"High","High","HighHigh","2017-11-30",9,"HighGDP&HighInflation(9)"
"287","2017-12-31",2.5400576830636,2.4938039000053,3.49944652914366,"High","Stable","HighStable","2017-12-31",8,"HighGDP&StableInflation(8)"
"288","2018-01-31",1.17000871158408,4.69160409446134,3.49944652914366,"High","High","HighHigh","2018-01-31",9,"HighGDP&HighInflation(9)"
"289","2018-02-28",4.9788397380452,3.17825220243081,2.5278259517934,"Stable","High","StableHigh","2018-02-28",6,"StableGDP&HighInflation(6)"
"290","2018-03-31",-5.18740574539301,-0.29822627517793,2.5278259517934,"Stable","Low","StableLow","2018-03-31",4,"StableGDP&LowInflation(4)"
"291","2018-04-30",-3.27621456586763,2.61734552729815,2.5278259517934,"Stable","Stable","StableStable","2018-04-30",5,"StableGDPStableInflation(5)"
"292","2018-05-31",2.50880387611203,3.27896398180484,3.46846290326617,"High","High","HighHigh","2018-05-31",9,"HighGDP&HighInflation(9)"
"293","2018-06-30",2.92084185979178,2.56623045004788,3.46846290326617,"High","Stable","HighStable","2018-06-30",8,"HighGDP&StableInflation(8)"
"294","2018-07-31",-0.142942952076097,1.46192311367334,3.46846290326617,"High","Low","HighLow","2018-07-31",7,"HighGDP&LowInflation(7)"
"295","2018-08-31",2.92158101924118,2.01843471898586,2.89459131251607,"Stable","Stable","StableStable","2018-08-31",5,"StableGDPStableInflation(5)"
"296","2018-09-30",3.17156173707183,1.6958774141045,2.89459131251607,"Stable","Stable","StableStable","2018-09-30",5,"StableGDPStableInflation(5)"
"297","2018-10-31",0.326982510738083,2.45460059224384,2.89459131251607,"Stable","Stable","StableStable","2018-10-31",5,"StableGDPStableInflation(5)"
"298","2018-11-30",-6.00444561977802,-0.545935745736404,1.08533090763109,"Low","Low","LowLow","2018-11-30",1,"LowGDP&LowInflation(1)"
"299","2018-12-31",1.78082608431169,-0.0427448528073769,1.08533090763109,"Low","Low","LowLow","2018-12-31",1,"LowGDP&LowInflation(1)"
"300","2019-01-31",-10.2555769719246,-0.489208519194216,1.08533090763109,"Low","Low","LowLow","2019-01-31",1,"LowGDP&LowInflation(1)"
"301","2019-02-28",8.48438937286942,2.99821817461875,3.06082748584035,"Stable","Stable","StableStable","2019-02-28",5,"StableGDPStableInflation(5)"
"302","2019-03-31",3.56357692883207,4.33207863149296,3.06082748584035,"Stable","High","StableHigh","2019-03-31",6,"StableGDP&HighInflation(6)"
"303","2019-04-30",2.09502639622119,4.00480135382429,3.06082748584035,"Stable","High","StableHigh","2019-04-30",6,"StableGDP&HighInflation(6)"
"304","2019-05-31",1.76609333043034,1.05435332603767,1.99878683050139,"Low","Low","LowLow","2019-05-31",1,"LowGDP&LowInflation(1)"
"305","2019-06-30",-5.63279336202561,1.10515858241864,1.99878683050139,"Low","Low","LowLow","2019-06-30",1,"LowGDP&LowInflation(1)"
"306","2019-07-31",7.5231437747969,3.21845561115406,1.99878683050139,"Low","High","LowHigh","2019-07-31",3,"LowGDP&HighInflation(3)"
"307","2019-08-31",-0.105425920719704,0.969982857388546,2.08711450930667,"Stable","Low","StableLow","2019-08-31",4,"StableGDP&LowInflation(4)"
"308","2019-09-30",-1.01878561879969,1.39995473947878,2.08711450930667,"Stable","Low","StableLow","2019-09-30",4,"StableGDP&LowInflation(4)"
"309","2019-10-31",0.164200110888402,2.97436017350446,2.08711450930667,"Stable","Stable","StableStable","2019-10-31",5,"StableGDPStableInflation(5)"
"310","2019-11-30",4.03937181097556,2.77573679484026,2.10987729165543,"Stable","Stable","StableStable","2019-11-30",5,"StableGDPStableInflation(5)"
"311","2019-12-31",1.39490467582961,2.88568946257914,2.10987729165543,"Stable","Stable","StableStable","2019-12-31",5,"StableGDPStableInflation(5)"
"312","2020-01-31",3.55667675748401,1.7458327529367,2.10987729165543,"Stable","Stable","StableStable","2020-01-31",5,"StableGDPStableInflation(5)"
"313","2020-02-29",0.896795442291332,1.06637817788433,-5.09015465116218,"Low","Low","LowLow","2020-02-29",1,"LowGDP&LowInflation(1)"
"314","2020-03-31",-4.96499106668599,-5.08164447017967,-5.09015465116218,"Low","Low","LowLow","2020-03-31",1,"LowGDP&LowInflation(1)"
"315","2020-04-30",-20.8199531184369,-9.5412730226047,-5.09015465116218,"Low","Low","LowLow","2020-04-30",1,"LowGDP&LowInflation(1)"
"316","2020-05-31",0,-0.628365546185717,-5.09015465116218,"Low","Low","LowLow","2020-05-31",1,"LowGDP&LowInflation(1)"
